,Product_Collection,Vertical_Segment,Processor_Number,Status,Launch_Year,Lithography(nm),Recommended_Customer_Price(USD),nb_of_Cores,nb_of_Threads,Processor_Base_Frequency(GHz),Cache(MB),TDP(W),Max_Memory_Bandwidth(GB/s),Instruction_Set(bit),Intel_Hyper_Threading_Technology_,Intel_Virtualization_Technology_VTx_,Graphics_Base_Frequency(MHz)
794,Legacy Intel® Core™ Processors,Embedded,i7-3612QE,Launched,2012,22.0,363.0,4.0,8.0,2.1,6.0,35.0,25.6,64,1,1,650
795,Legacy Intel® Core™ Processors,Mobile,i7-3612QM,Launched,2012,22.0,378.0,4.0,8.0,2.1,6.0,35.0,25.6,64,1,1,650
796,Legacy Intel® Core™ Processors,Embedded,i7-3615QE,Launched,2012,22.0,335.0,4.0,8.0,2.3,6.0,45.0,25.6,64,1,1,650
797,Legacy Intel® Core™ Processors,Mobile,i7-3615QM,Launched,2012,22.0,378.0,4.0,8.0,2.3,6.0,45.0,25.6,64,1,1,650
798,Legacy Intel® Core™ Processors,Mobile,i7-3630QM,Launched,2012,22.0,378.0,4.0,8.0,2.4,6.0,45.0,25.6,64,1,1,650
799,Legacy Intel® Core™ Processors,Mobile,i7-3632QM,Launched,2012,22.0,378.0,4.0,8.0,2.2,6.0,35.0,25.6,64,1,1,650
800,Legacy Intel® Core™ Processors,Mobile,i7-3632QM,Launched,2012,22.0,376.97,4.0,8.0,2.2,6.0,35.0,25.6,64,1,1,650
801,Legacy Intel® Core™ Processors,Mobile,i7-3635QM,Launched,2012,22.0,371.32,4.0,8.0,2.4,6.0,45.0,25.6,64,1,1,650
802,Legacy Intel® Core™ Processors,Mobile,i7-3667U,Launched,2012,22.0,346.0,2.0,4.0,2.0,4.0,17.0,25.6,64,1,1,350
803,Legacy Intel® Core™ Processors,Mobile,i7-3687U,Launched,2013,22.0,346.0,2.0,4.0,2.1,4.0,17.0,25.6,64,1,1,350
804,Legacy Intel® Core™ Processors,Mobile,i7-3689Y,Launched,2013,22.0,401.12,2.0,4.0,1.5,4.0,13.0,25.6,64,1,1,350
805,Legacy Intel® Core™ Processors,Mobile,i7-3720QM,Launched,2012,22.0,378.0,4.0,8.0,2.6,6.0,45.0,25.6,64,1,1,650
806,Legacy Intel® Core™ Processors,Mobile,i7-3740QM,Launched,2012,22.0,379.0,4.0,8.0,2.7,6.0,45.0,25.6,64,1,1,650
807,Legacy Intel® Core™ Processors,Mobile,i7-3820QM,Launched,2012,22.0,568.0,4.0,8.0,2.7,8.0,45.0,25.6,64,1,1,650
808,Legacy Intel® Core™ Processors,Mobile,i7-3840QM,Launched,2012,22.0,568.0,4.0,8.0,2.8,8.0,45.0,25.6,64,1,1,650
809,Legacy Intel® Core™ Processors,Mobile,i7-2920XM,Launched,2011,32.0,639.01,4.0,8.0,2.5,8.0,55.0,25.6,64,1,1,650
810,Intel® Pentium® Processor D Series,Server,D1508,Launched,2015,14.0,129.0,2.0,4.0,2.2,3.0,25.0,33.58999999999995,64,1,1,0
811,Intel® Pentium® Processor D Series,Server,D1509,Launched,2015,14.0,156.0,2.0,2.0,1.5,3.0,19.0,28.48099999999996,64,0,1,0
812,Intel® Pentium® Processor D Series,Server,D1517,Launched,2015,14.0,194.0,4.0,8.0,1.6,6.0,25.0,32.823999999999955,64,1,1,0
813,Intel® Pentium® Processor D Series,Server,D1519,Launched,2016,14.0,200.0,4.0,8.0,1.5,6.0,25.0,33.11999999999996,64,1,1,0
814,Intel® Pentium® Processor G Series,Desktop,G2030,Launched,2013,22.0,64.0,2.0,2.0,3.0,3.0,55.0,21.0,64,0,1,650
815,Intel® Pentium® Processor G Series,Desktop,G2020T,Launched,2013,22.0,64.0,2.0,2.0,2.5,3.0,35.0,21.0,64,0,1,650
816,Intel® Pentium® Processor G Series,Desktop,G2030T,Launched,2013,22.0,64.0,2.0,2.0,2.6,3.0,35.0,21.0,64,0,1,650
817,Intel® Pentium® Processor G Series,Desktop,G2120,Launched,2012,22.0,73.5,2.0,2.0,3.1,3.0,55.0,25.6,64,0,1,650
818,Intel® Pentium® Processor G Series,Desktop,G2130,Launched,2013,22.0,78.5,2.0,2.0,3.2,3.0,55.0,25.6,64,0,1,650
819,Intel® Pentium® Processor G Series,Embedded,G4400TE,Launched,2015,14.0,64.0,2.0,2.0,2.4,3.0,35.0,34.1,64,0,1,350
820,Intel® Pentium® Processor G Series,Desktop,G4400T,Launched,2015,14.0,64.0,2.0,2.0,2.9,3.0,35.0,34.1,64,0,1,350
821,Intel® Pentium® Processor G Series,Desktop,G4400,Launched,2015,14.0,64.0,2.0,2.0,3.3,3.0,54.0,34.1,64,0,1,350
822,Intel® Pentium® Processor G Series,Desktop,G4560,Launched,2017,14.0,64.0,2.0,4.0,3.5,3.0,54.0,34.74499999999996,64,1,1,350
823,Intel® Pentium® Processor G Series,Desktop,G4520,Launched,2015,14.0,89.5,2.0,2.0,3.6,3.0,51.0,34.1,64,0,1,350
824,Intel® Pentium® Processor G Series,Desktop,G4500,Launched,2015,14.0,78.5,2.0,2.0,3.5,3.0,51.0,34.1,64,0,1,350
825,Intel® Pentium® Processor G Series,Desktop,G4500T,Launched,2015,14.0,75.0,2.0,2.0,3.0,3.0,35.0,34.1,64,0,1,350
826,Intel® Pentium® Processor G Series,Desktop,G4560T,Launched,2017,14.0,64.0,2.0,4.0,2.9,3.0,35.0,34.74499999999996,64,1,1,350
827,Intel® Pentium® Processor G Series,Desktop,G4620,Launched,2017,14.0,89.5,2.0,4.0,3.7,3.0,51.0,35.113999999999976,64,1,1,350
828,Intel® Pentium® Processor G Series,Desktop,G4600,Launched,2017,14.0,78.5,2.0,4.0,3.6,3.0,51.0,35.07999999999997,64,1,1,350
829,Intel® Pentium® Processor G Series,Desktop,G4600T,Launched,2017,14.0,75.0,2.0,4.0,3.0,3.0,35.0,34.916999999999966,64,1,1,350
830,Intel® Pentium® Processor G Series,Embedded,G3320TE,Launched,2013,22.0,70.0,2.0,2.0,2.3,3.0,35.0,21.3,64,0,1,350
831,Intel® Pentium® Processor G Series,Desktop,G3420,Launched,2013,22.0,78.5,2.0,2.0,3.2,3.0,53.0,25.6,64,0,1,350
832,Intel® Celeron® Processor 2000 Series,Embedded,2002E,Launched,2014,22.0,86.0,2.0,2.0,1.5,2.0,25.0,25.6,64,0,1,400
833,Intel® Celeron® Processor 2000 Series,Mobile,2950M,Launched,2013,22.0,75.0,2.0,2.0,2.0,2.0,37.0,25.6,64,0,1,400
834,Intel® Celeron® Processor 2000 Series,Mobile,2955U,Launched,2013,22.0,107.0,2.0,2.0,1.4,2.0,15.0,25.6,64,0,1,200
835,Intel® Celeron® Processor 2000 Series,Mobile,2957U,Launched,2013,22.0,107.0,2.0,2.0,1.4,2.0,15.0,25.6,64,0,1,200
836,Intel® Celeron® Processor 2000 Series,Mobile,2970M,Launched,2014,22.0,75.0,2.0,2.0,2.2,2.0,37.0,25.6,64,0,1,400
837,Intel® Celeron® Processor 2000 Series,Mobile,2961Y,Launched,2013,22.0,127.55,2.0,2.0,1.1,2.0,11.5,25.6,64,0,1,200
838,Intel® Celeron® Processor 2000 Series,Mobile,2980U,Launched,2013,22.0,107.0,2.0,2.0,1.6,2.0,15.0,25.6,64,0,1,200
839,Intel® Celeron® Processor 2000 Series,Mobile,2981U,Launched,2013,22.0,110.82,2.0,2.0,1.6,2.0,15.0,25.6,64,0,1,200
840,Intel® Celeron® Processor 1000 Series,Mobile,1005M,Launched,2013,22.0,75.0,2.0,2.0,1.9,2.0,35.0,25.6,64,0,1,650
841,Intel® Celeron® Processor 1000 Series,Mobile,1007U,Launched,2013,22.0,75.0,2.0,2.0,1.5,2.0,17.0,25.6,64,0,1,350
842,Intel® Celeron® Processor 1000 Series,Mobile,1017U,Launched,2013,22.0,75.0,2.0,2.0,1.6,2.0,17.0,25.6,64,0,1,350
843,Intel® Celeron® Processor 1000 Series,Mobile,1019Y,Launched,2013,22.0,100.96,2.0,2.0,1.0,2.0,10.0,25.6,64,0,1,350
844,Intel® Celeron® Processor 1000 Series,Embedded,1020E,Launched,2013,22.0,76.0,2.0,2.0,2.2,2.0,35.0,25.6,64,0,1,650
845,Intel® Celeron® Processor 1000 Series,Mobile,1020M,Launched,2013,22.0,75.0,2.0,2.0,2.1,2.0,35.0,25.6,64,0,1,650
846,Intel® Celeron® Processor 1000 Series,Mobile,1037U,Launched,2013,22.0,120.7,2.0,2.0,1.8,2.0,17.0,25.6,64,0,1,350
847,Intel® Celeron® Processor 1000 Series,Embedded,1047UE,Launched,2013,22.0,119.0,2.0,2.0,1.4,2.0,17.0,25.6,64,0,1,350
848,Legacy Intel® Celeron® Processor,Mobile,807,Launched,2012,32.0,86.38,1.0,2.0,1.5,1.5,17.0,21.3,64,1,1,350
849,Legacy Intel® Celeron® Processor,Mobile,B800,Launched,2011,32.0,75.1,2.0,2.0,1.5,2.0,35.0,21.3,64,0,1,650
850,Legacy Intel® Celeron® Processor,Embedded,807UE,Launched,2011,32.0,98.0,1.0,1.0,1.0,1.0,10.0,17.434999999999977,64,0,1,350
851,Legacy Intel® Celeron® Processor,Mobile,B810,Launched,2011,32.0,72.0,2.0,2.0,1.6,2.0,35.0,21.3,64,0,1,650
852,Legacy Intel® Celeron® Processor,Embedded,827E,Launched,2011,32.0,89.0,1.0,1.0,1.4,1.5,17.0,21.3,64,0,1,350
853,Legacy Intel® Celeron® Processor,Embedded,B810E,Launched,2011,32.0,72.0,2.0,2.0,1.6,2.0,35.0,21.3,64,0,1,650
854,Legacy Intel® Celeron® Processor,Desktop,G540,Launched,2011,32.0,41.0,2.0,2.0,2.5,2.0,65.0,17.0,64,0,1,850
855,Legacy Intel® Celeron® Processor,Mobile,B815,Launched,2012,32.0,73.11,2.0,2.0,1.6,2.0,35.0,21.3,64,0,1,650
856,Legacy Intel® Celeron® Processor,Mobile,847,Launched,2011,32.0,134.0,2.0,2.06,1.1,2.0,17.0,21.3,64,0,1,350
857,Legacy Intel® Celeron® Processor,Mobile,B820,Launched,2012,32.0,72.92,2.0,2.0,1.7,2.0,35.0,21.3,64,0,1,650
858,Legacy Intel® Celeron® Processor,Embedded,847E,Launched,2011,32.0,111.0,2.0,2.0,1.1,2.0,17.0,21.3,64,0,1,350
859,Legacy Intel® Celeron® Processor,Mobile,B830,Launched,2012,32.0,76.96,2.0,2.0,1.8,2.0,35.0,21.3,64,0,1,650
860,Legacy Intel® Celeron® Processor,Mobile,857,Launched,2011,32.0,117.25,2.0,2.0,1.2,2.0,17.0,21.3,64,0,1,350
861,Legacy Intel® Celeron® Processor,Mobile,867,Launched,2012,32.0,111.98,2.0,2.0,1.3,2.0,17.0,21.3,64,0,1,350
862,Legacy Intel® Celeron® Processor,Mobile,B840,Launched,2011,32.0,86.0,2.0,2.0,1.9,2.0,35.0,21.3,64,0,1,650
863,Legacy Intel® Celeron® Processor,Mobile,B710,Launched,2011,32.0,83.18,1.0,1.0,1.6,1.5,35.0,21.3,64,0,1,650
864,Legacy Intel® Celeron® Processor,Mobile,877,Launched,2012,32.0,102.36,2.0,2.0,1.4,2.0,17.0,21.3,64,0,1,350
865,Legacy Intel® Celeron® Processor,Mobile,B720,Launched,2012,32.0,83.27,1.0,1.0,1.7,1.5,35.0,21.3,64,0,1,650
866,Legacy Intel® Celeron® Processor,Mobile,887,Launched,2012,32.0,85.14,2.0,2.0,1.5,2.0,17.0,21.3,64,0,1,350
867,Legacy Intel® Celeron® Processor,Embedded,725C,Launched,2012,31.53,90.0,1.0,2.0,1.3,1.5,10.0,21.3,64,1,1,0
868,Legacy Intel® Celeron® Processor,Desktop,G470,Launched,2013,32.0,37.0,1.0,2.0,2.0,1.5,35.0,17.0,64,1,1,650
869,Legacy Intel® Celeron® Processor,Mobile,787,Launched,2011,32.0,105.37,1.0,1.0,1.3,1.5,17.0,21.3,64,0,1,350
870,Legacy Intel® Celeron® Processor,Mobile,925,Launched,2011,45.0,78.94,1.0,1.51,2.3,1.0,35.0,20.385399999999976,64,0,0,0
871,Legacy Intel® Celeron® Processor,Embedded,927UE,Launched,2013,22.0,95.0,1.0,1.0,1.5,1.0,17.0,25.6,64,0,1,350
872,Legacy Intel® Celeron® Processor,Mobile,797,Launched,2012,32.0,95.23,1.0,1.0,1.4,1.5,17.0,21.3,64,0,1,350
873,Legacy Intel® Celeron® Processor,Embedded,P1053,Launched,2010,45.0,153.0,1.0,2.0,1.33,2.0,30.0,17.778999999999993,64,1,1,0
874,Intel® Xeon® Scalable Processors,Server,3106,Launched,2017,14.0,311.0,8.0,8.0,1.7,11.0,85.0,58.43099999999993,64,0,1,0
875,Intel® Xeon® Scalable Processors,Server,4108,Launched,2017,14.0,422.0,8.0,16.0,1.8,11.0,85.0,63.85000000000005,64,1,1,0
876,Intel® Xeon® Scalable Processors,Server,4109T,Launched,2017,14.0,501.0,8.0,16.0,2.0,11.0,70.0,64.28000000000009,64,1,1,0
877,Intel® Xeon® Scalable Processors,Server,4110,Launched,2017,14.0,506.0,8.0,16.0,2.1,11.0,85.0,64.21800000000007,64,1,1,0
878,Intel® Xeon® Scalable Processors,Server,4112,Launched,2017,14.0,478.0,4.0,8.0,2.6,8.25,85.0,61.97900000000006,64,1,1,0
879,Intel® Xeon® Scalable Processors,Server,4114T,Launched,2017,14.0,773.0,10.0,20.0,2.2,13.75,85.0,66.17100000000009,64,1,1,0
880,Intel® Xeon® Scalable Processors,Server,4114,Launched,2017,14.0,699.0,10.0,20.0,2.2,13.75,85.0,66.17100000000009,64,1,1,0
881,Intel® Xeon® Scalable Processors,Server,4116,Launched,2017,14.0,1007.0,12.0,24.0,2.1,16.5,85.0,67.05500000000009,64,1,1,0
882,Intel® Xeon® Scalable Processors,Server,4116T,Announced,2017,14.0,1095.92,12.0,24.0,2.1,16.5,85.0,67.2250000000001,64,1,1,0
883,Intel® Xeon® Scalable Processors,Server,5115,Launched,2017,14.0,1221.0,10.0,20.0,2.4,13.75,85.0,66.45400000000008,64,1,1,0
884,Intel® Xeon® Scalable Processors,Server,5118,Launched,2017,14.0,1273.0,12.0,24.0,2.3,16.5,105.0,77.28400000000008,64,1,1,0
885,Intel® Xeon® Scalable Processors,Server,5119T,Announced,2017,14.0,1132.08,14.0,28.0,1.9,19.25,85.0,69.40200000000009,64,1,1,0
886,Intel® Xeon® Scalable Processors,Server,5120,Launched,2017,14.0,1558.0,14.0,28.0,2.2,19.25,105.0,77.6450000000001,64,1,1,0
887,Intel® Xeon® Scalable Processors,Server,5122,Launched,2017,14.0,1224.0,4.0,8.0,3.6,16.5,105.0,76.21400000000008,64,1,1,0
888,Intel® Xeon® Scalable Processors,Server,5120T,Launched,2017,14.0,1727.0,14.0,28.0,2.2,19.25,105.0,77.6450000000001,64,1,1,0
889,Intel® Xeon® Scalable Processors,Server,6126,Launched,2017,14.0,1776.0,12.0,24.0,2.6,19.25,125.0,83.13000000000011,64,1,1,0
890,Intel® Xeon® Scalable Processors,Server,6126F,Launched,2017,14.0,1931.0,12.0,24.0,2.6,19.25,135.0,82.48600000000012,64,1,1,0
891,Intel® Xeon® Scalable Processors,Server,6126T,Launched,2017,14.0,1865.0,12.0,24.0,2.6,19.25,125.0,83.13000000000011,64,1,1,0
892,Intel® Xeon® Scalable Processors,Server,6128,Launched,2017,14.0,1694.0,6.0,12.0,3.4,19.25,115.0,83.68100000000008,64,1,1,0
893,Intel® Xeon® Scalable Processors,Server,6130,Launched,2017,14.0,1897.0,16.0,32.0,2.1,22.0,125.0,82.6200000000001,64,1,1,0
894,Intel® Xeon® Scalable Processors,Server,6130F,Launched,2017,14.0,2049.0,16.0,32.0,2.1,22.0,135.0,82.4740000000001,64,1,1,0
895,Intel® Xeon® Scalable Processors,Server,6130T,Launched,2017,14.0,1988.0,16.0,32.0,2.1,22.0,125.0,82.78700000000009,64,1,1,0
896,Intel® Xeon® Scalable Processors,Server,6132,Launched,2017,14.0,2111.0,14.0,28.0,2.6,19.25,140.0,83.9370000000001,64,1,1,0
897,Intel® Xeon® Scalable Processors,Server,6134M,Launched,2017,14.0,5217.0,8.0,16.0,3.2,24.75,130.0,77.55000000000004,64,1,1,0
898,Intel® Xeon® Scalable Processors,Server,6134,Launched,2017,14.0,2217.0,8.0,16.0,3.2,24.75,130.0,80.47000000000008,64,1,1,0
899,Intel® Xeon® Scalable Processors,Server,6136,Launched,2017,14.0,2460.0,12.0,24.0,3.0,24.75,150.0,82.12500000000011,64,1,1,0
900,Intel® Xeon® Scalable Processors,Server,6138,Launched,2017,14.0,2615.0,20.0,40.0,2.0,27.5,125.0,81.3120000000001,64,1,1,0
901,Intel® Xeon® Scalable Processors,Server,6138F,Launched,2017,14.0,2767.0,20.0,40.0,2.0,27.5,135.0,80.4740000000001,64,1,1,0
902,Intel® Xeon® Scalable Processors,Server,6138T,Launched,2017,14.0,2742.0,20.0,40.0,2.0,27.5,125.0,80.8840000000001,64,1,1,0
903,Intel® Xeon® Scalable Processors,Server,6140,Launched,2017,14.0,2448.0,18.0,36.0,2.3,24.75,140.0,83.5820000000001,64,1,1,0
904,Intel® Xeon® Scalable Processors,Server,6140M,Launched,2017,14.0,5448.0,18.0,36.0,2.3,24.75,140.0,81.14900000000006,64,1,1,0
905,Intel® Xeon® Scalable Processors,Server,6142,Launched,2017,14.0,2949.0,16.0,32.0,2.6,22.0,150.0,82.52900000000011,64,1,1,0
906,Intel® Xeon® Scalable Processors,Server,6142M,Launched,2017,14.0,5949.0,16.0,32.0,2.6,22.0,150.0,83.50500000000004,64,1,1,0
907,Intel® Xeon® Scalable Processors,Server,6144,Launched,2017,14.0,2925.0,8.0,16.0,3.5,24.75,150.0,81.6790000000001,64,1,1,0
908,Intel® Xeon® Scalable Processors,Server,6142F,Launched,2017,14.0,3101.0,16.0,32.0,2.6,22.0,160.0,82.6900000000001,64,1,1,0
909,Intel® Xeon® Scalable Processors,Server,6146,Launched,2017,14.0,3286.0,12.0,24.0,3.2,24.75,165.0,82.58400000000009,64,1,1,0
910,Intel® Xeon® Scalable Processors,Server,6148,Launched,2017,14.0,3075.0,20.0,40.0,2.4,27.5,150.0,82.3500000000001,64,1,1,0
911,Intel® Xeon® Scalable Processors,Server,6148F,Launched,2017,14.0,3227.0,20.0,40.0,2.4,27.5,160.0,82.76300000000009,64,1,1,0
912,Intel® Xeon® Scalable Processors,Server,6150,Launched,2017,14.0,3358.0,18.0,36.0,2.7,24.75,165.0,83.19400000000009,64,1,1,0
913,Intel® Xeon® Scalable Processors,Server,6152,Launched,2017,14.0,3658.0,22.0,44.0,2.1,30.25,140.0,82.39000000000007,64,1,1,0
914,Intel® Xeon® Scalable Processors,Server,6154,Launched,2017,14.0,3543.0,18.0,36.0,3.0,24.75,200.0,89.66300000000001,64,1,1,0
915,Intel® Xeon® Scalable Processors,Server,8153,Launched,2017,14.0,3115.0,16.0,32.0,2.0,22.0,125.0,81.44300000000007,64,1,1,0
916,Intel® Xeon® Scalable Processors,Server,8156,Launched,2017,14.0,7007.0,4.0,8.0,3.6,16.5,105.0,74.84600000000003,64,1,1,0
917,Intel® Xeon® Scalable Processors,Server,8158,Launched,2017,14.0,7007.0,12.0,24.0,3.0,24.75,150.0,83.32600000000004,64,1,1,0
918,Intel® Xeon® Scalable Processors,Server,8160,Launched,2017,14.0,4705.0,24.0,48.0,2.1,33.0,150.0,80.89400000000006,64,1,1,0
919,Intel® Xeon® Scalable Processors,Server,8160F,Launched,2017,14.0,4856.0,24.0,48.0,2.1,33.0,160.0,80.97600000000007,64,1,1,0
920,Intel® Xeon® Scalable Processors,Server,8160T,Launched,2017,14.0,4936.0,24.0,48.0,2.1,33.0,150.0,80.81200000000007,64,1,1,0
921,Intel® Xeon® Scalable Processors,Server,8160M,Launched,2017,14.0,7704.0,24.0,48.0,2.1,33.0,150.0,82.19700000000005,64,1,1,0
922,Intel® Xeon® Scalable Processors,Server,8164,Launched,2017,14.0,6117.0,26.0,52.0,2.0,35.75,150.0,90.51100000000001,64,1,1,0
923,Intel® Xeon® Scalable Processors,Server,8168,Launched,2017,14.0,5890.0,24.0,48.0,2.7,33.0,205.0,88.805,64,1,1,0
924,Intel® Xeon® Scalable Processors,Server,8170,Launched,2017,14.0,7408.0,26.0,52.0,2.1,35.75,165.0,90.83900000000001,64,1,1,0
925,Intel® Xeon® Scalable Processors,Server,8170M,Launched,2017,14.0,10409.0,26.0,52.0,2.1,35.75,165.0,90.83900000000001,64,1,1,0
926,Intel® Xeon® Scalable Processors,Server,8176,Launched,2017,14.0,8719.0,28.0,56.0,2.1,38.5,165.0,91.152,64,1,1,0
927,Intel® Xeon® Scalable Processors,Server,8176F,Launched,2017,14.0,10188.92,28.0,56.0,2.1,38.5,173.0,91.152,64,1,1,0
928,Intel® Xeon® Scalable Processors,Server,8176M,Launched,2017,14.0,11722.0,28.0,56.0,2.1,38.5,165.0,91.152,64,1,1,0
929,Intel® Xeon® Scalable Processors,Server,8180,Launched,2017,14.0,10009.0,28.0,56.0,2.5,38.5,205.0,97.26799999999999,64,1,1,0
930,Intel® Xeon® Scalable Processors,Server,8180M,Launched,2017,14.0,13011.0,28.0,56.0,2.5,38.5,205.0,97.26799999999999,64,1,1,0
931,Intel® Xeon® Processor E7 v4 Family,Server,E7-4830V4,Launched,2016,14.0,2170.0,14.0,28.0,2.0,35.0,115.0,85.0,64,1,1,0
932,Intel® Xeon® Processor E7 v4 Family,Server,E7-4820V4,Launched,2016,14.0,1502.0,10.0,20.0,2.0,25.0,115.0,85.0,64,1,1,0
933,Intel® Xeon® Processor E7 v4 Family,Server,E7-4850V4,Launched,2016,14.0,3003.0,16.0,32.0,2.1,40.0,115.0,85.0,64,1,1,0
934,Intel® Xeon® Processor E7 v4 Family,Server,E7-8860V4,Launched,2016,14.0,4061.0,18.0,36.0,2.2,45.0,140.0,85.0,64,1,1,0
935,Intel® Xeon® Processor E7 v4 Family,Server,E7-8867V4,Launched,2016,14.0,4672.0,18.0,36.0,2.4,45.0,165.0,85.0,64,1,1,0
936,Intel® Xeon® Processor E7 v4 Family,Server,E7-8870V4,Launched,2016,14.0,4672.0,20.0,40.0,2.1,50.0,140.0,85.0,64,1,1,0
937,Intel® Xeon® Processor E7 v4 Family,Server,E7-8880V4,Launched,2016,14.0,5895.0,22.0,44.0,2.2,55.0,150.0,85.0,64,1,1,0
938,Intel® Xeon® Processor E7 v4 Family,Server,E7-8890V4,Launched,2016,14.0,7174.0,24.0,48.0,2.2,60.0,165.0,85.0,64,1,1,0
939,Intel® Xeon® Processor E7 v4 Family,Server,E7-8891V4,Launched,2016,14.0,6841.0,10.0,20.0,2.8,60.0,165.0,85.0,64,1,1,0
940,Intel® Xeon® Processor E7 v4 Family,Server,E7-8893V4,Launched,2016,14.0,6841.0,4.0,8.0,3.2,60.0,140.0,85.0,64,1,1,0
941,Intel® Xeon® Processor E7 v4 Family,Server,E7-8894V4,Launched,2017,14.0,8898.0,24.0,48.0,2.4,60.0,165.0,85.0,64,1,1,0
942,Intel® Xeon® Processor E7 v3 Family,Server,E7-4830V3,Launched,2015,22.0,2170.0,12.0,24.0,2.1,30.0,115.0,85.0,64,1,1,0
943,Intel® Xeon® Processor E7 v3 Family,Server,E7-4820V3,Launched,2015,22.0,1502.0,10.0,20.0,1.9,25.0,115.0,85.0,64,1,1,0
944,Intel® Xeon® Processor E7 v3 Family,Server,E7-4850V3,Launched,2015,22.0,3003.0,14.0,28.0,2.2,35.0,115.0,85.0,64,1,1,0
945,Intel® Xeon® Processor E7 v3 Family,Server,E7-8860V3,Launched,2015,22.0,4061.0,16.0,32.0,2.2,40.0,140.0,85.0,64,1,1,0
946,Intel® Xeon® Processor E7 v3 Family,Server,E7-8867V3,Launched,2015,22.0,4672.0,16.0,32.0,2.5,45.0,165.0,85.0,64,1,1,0
947,Intel® Xeon® Processor E7 v3 Family,Server,E7-8870V3,Launched,2015,22.0,4672.0,18.0,36.0,2.1,45.0,140.0,85.0,64,1,1,0
948,Intel® Xeon® Processor E7 v3 Family,Server,E7-8880V3,Launched,2015,22.0,5895.0,18.0,36.0,2.3,45.0,150.0,85.0,64,1,1,0
949,Intel® Xeon® Processor E7 v3 Family,Server,E7-8880LV3,Launched,2015,22.0,6063.0,18.0,36.0,2.0,45.0,115.0,85.0,64,1,1,0
950,Intel® Xeon® Processor E7 v3 Family,Server,E7-8890V3,Launched,2015,22.0,7174.0,18.0,36.0,2.5,45.0,165.0,85.0,64,1,1,0
951,Intel® Xeon® Processor E7 v3 Family,Server,E7-8891V3,Launched,2015,22.0,6841.0,10.0,20.0,2.8,45.0,165.0,85.0,64,1,1,0
952,Intel® Xeon® Processor E7 v3 Family,Server,E7-8893V3,Launched,2015,22.0,6841.0,4.0,8.0,3.2,45.0,140.0,85.0,64,1,1,0
953,Intel® Xeon® Processor E7 v2 Family,Server,E7-2870V2,Launched,2014,22.0,4227.0,15.0,30.0,2.3,30.0,130.0,85.0,64,1,1,0
954,Intel® Xeon® Processor E7 v2 Family,Server,E7-2880V2,Launched,2014,22.0,5339.0,15.0,30.0,2.5,37.5,130.0,85.0,64,1,1,0
955,Intel® Xeon® Processor E7 v2 Family,Server,E7-2890V2,Launched,2014,22.0,6451.0,15.0,30.0,2.8,37.5,155.0,85.0,64,1,1,0
956,Intel® Xeon® Processor E7 v2 Family,Server,E7-4809V2,Launched,2014,22.0,1223.0,6.0,12.0,1.9,12.0,105.0,68.0,64,1,1,0
957,Intel® Xeon® Processor E7 v2 Family,Server,E7-4820V2,Launched,2014,22.0,1446.0,8.0,16.0,2.0,16.0,105.0,68.0,64,1,1,0
958,Intel® Xeon® Processor E7 v2 Family,Server,E7-4830V2,Launched,2014,22.0,2059.0,10.0,20.0,2.2,20.0,105.0,68.0,64,1,1,0
959,Intel® Xeon® Processor E7 v2 Family,Server,E7-4850V2,Launched,2014,22.0,2837.0,12.0,24.0,2.3,24.0,105.0,68.0,64,1,1,0
960,Intel® Xeon® Processor E7 v2 Family,Server,E7-4860V2,Launched,2014,22.0,3838.0,12.0,24.0,2.6,30.0,130.0,85.0,64,1,1,0
961,Intel® Xeon® Processor E7 v2 Family,Server,E7-4870V2,Launched,2014,22.0,4394.0,15.0,30.0,2.3,30.0,130.0,85.0,64,1,1,0
962,Intel® Xeon® Processor E7 v2 Family,Server,E7-4880V2,Launched,2014,22.0,5506.0,15.0,30.0,2.5,37.5,130.0,85.0,64,1,1,0
963,Intel® Xeon® Processor E7 v2 Family,Server,E7-4890V2,Launched,2014,22.0,6619.0,15.0,30.0,2.8,37.5,155.0,85.0,64,1,1,0
964,Intel® Xeon® Processor E7 v2 Family,Server,E7-8893V2,Launched,2014,22.0,6841.0,6.0,12.0,3.4,37.5,155.0,85.0,64,1,1,0
965,Intel® Xeon® Processor E7 v2 Family,Server,E7-8891V2,Launched,2014,22.0,6841.0,10.0,20.0,3.2,37.5,155.0,85.0,64,1,1,0
966,Intel® Xeon® Processor E7 v2 Family,Server,E7-8890V2,Launched,2014,22.0,6841.0,15.0,30.0,2.8,37.5,155.0,85.0,64,1,1,0
967,Intel® Xeon® Processor E7 v2 Family,Server,E7-8880LV2,Launched,2014,22.0,5729.0,15.0,30.0,2.2,37.5,105.0,85.0,64,1,1,0
968,Intel® Xeon® Processor E7 v2 Family,Server,E7-8880V2,Launched,2014,22.0,5729.0,15.0,30.0,2.5,37.5,130.0,85.0,64,1,1,0
969,Intel® Xeon® Processor E7 v2 Family,Server,E7-8870V2,Launched,2014,22.0,4616.0,15.0,30.0,2.3,30.0,130.0,85.0,64,1,1,0
970,Intel® Xeon® Processor E7 v2 Family,Server,E7-8857V2,Launched,2014,22.0,3838.0,12.0,12.0,3.0,30.0,130.0,85.0,64,0,1,0
